kpop_kr_Lyrics,kpop_en_Lyrics
그대 오늘 그대 오늘 소리 햇살 아래 잡고 하늘 무도 사랑 오늘 밤그대 사랑 고백 그대 오늘 그대 오늘 소리 안고 세상 기억 그대 오늘 사랑 그대 오늘 그대 오늘 소리,shake shake summer good good feel good baby good moment cool night good everybody good moment cool night good everybody boom boom everyone noise sunlight hand star rise dark love anyone tonight special night confess special party time baby good moment cool night good everybody good moment cool night good everybody boom boom everyone noise feel alright heart wherever world ulcer stay moment melody summer time such such summer time such such burning night everyone good want girl common girl happy good moment cool night good everybody good moment cool night good everybody everyone noise
말로 이별 감기 열병 노력 위기 위기 결코 상치 자꾸 피하 해왜 히스테리 내일 이별 드립 계속 도대체 남자 마음 어그 스처간 감정 변화 말로 이별 히스테리 일도 이별 드립 계속 점점 마지막 보고 시작 속임수 수도 태도 눈치 장난 머리 혼란 너완 도대체 안나 말로 이별,painless open breakup something short fever best everyone small crisis miss miss miss crisis time unusual fool mystery hysteria tomorrow similar farewell kind heart small change emotion kiss sweetness everything different painless open breakup mystery hysterical tomorrow similar farewell easy last look donna trick start countless time prank confusion head lame thing tell game painless open breakup
그대 심장 사랑 주보 사랑 사랑 하루 그대 그대 첫사랑 행복 사랑 심장 소리 어쩌면 시작 사랑 일지 사랑 사랑 사랑 하루 그대 그대 첫사랑 행복 사랑 심장 소리 어쩌면 시작 사랑 일지 모습 충분 사랑 심장 소리 첫사랑 마지막 사랑 사랑,heart person afraid love smile someone heart flutter feeling think love please live first happy love hear heart someone dream love want give everyone love please live first happy love hear heart know wait sick time matter cool hear heart last love love
오늘 화가 는걸 숨결 사랑 제발 제발 자꾸만 수가 서너 노래 노래 숨결 사랑 눈빛 그냥 눈빛 사랑 숨결 사랑 제발 제발 사랑,today seoseong angry house tired help change mind help hand body moment push breath please thinking hold hand much forget everything song hold tight hand body moment push breath look tell hand body moment push breath please
쿵쾅 쿵쾅 가슴 쿵쾅 집착 손안 사랑 사랑 사랑 먼저 도해 입술 확인 얼른 얼른 얼른 얼른 얼른 키스 키스 연인 형식 키스 사랑 모습 집행 유애 사랑 집행 유애 사랑 집행 유애 집행 유애 도대체 문자 이모티콘 애기 인터넷 어젯밤 사랑 단말 말투 사랑 모습 집행 유애 사랑 집행 유애 사랑 집행 유애 집행 유애 처럼 운명 처럼 후회 사랑 심판 하리 집행 유애 심판 하리 집행 유애,hate cruel break heart thrilled possession avoid hand help guilty honey love love please everything check hurry hurry hurry hurry anxious many time nervous formal kiss couple annoyed execution probationary love nothing love probationary love enforcement many thing text emotion sleep good night watch internet love last night bother sweet sorry annoyed execution probationary love nothing love probationary love enforcement someone think someone love regret judge enforcement judge enforcement love
수가 잠도 호흡 괴로움 화가 후회 그리움 포기 사랑 거짓말 머리 달래 보지 바보 무도 대신 노력 제일 얘기 아주 번만 기회 수가 포기 번만 욕심 무도 대신 번만 기회,crazy stand sleep pain shake thing angry regret longing happy certain headache soothe time medicine look fool matter kind best mind talk second matter busy short time give chance please accept time come chance
별놈 제일 별놈 제일 별놈 제일 별놈 제일 별놈 제일 지고 깜깜 몸집 절대 감당 매력 부탁 별놈 제일 별놈 제일 별놈 제일 별놈 제일 별난 아무 그냥 앞길 별놈 제일 별놈 제일 별놈 제일 별놈 제일 오늘 거리 외로워 거리 걱정 한번 우린 별놈 별놈 별놈 별놈 별놈 제일 별놈 제일 별놈 제일 별놈 제일,star star star star star star star star biggest star star biggest star star star star star star star star star star biggest star star biggest star star biggest star star matter anyone fall rain steal easy sound dark small strong charm come hesitated please swallow bite star star star star star star star star biggest star star biggest star star star star star star star star star star biggest star star biggest star star everything matter anyone trust donna draw name rhyme dollar everyone pick want argue crazy shine star path star star star star star star star star biggest star star biggest star star star star star star star star star star biggest star star biggest star star today night street street trust sort weird sort sort weird sort weird star star star star star star star star biggest star star biggest star star star star star star star star star star biggest star star biggest star star
눈물 억지로 지도 영화 기억 오늘 눈물 하루 버스 눈물 어째 오늘 눈물 하루 버스 사랑 차마 죽지 내일,tear feel movie case think afraid indigestion lived tear someone curse afraid tease anything live drink tear matter much empty bottle point next anything afraid indigestion tear someone curse anything afraid tease smile anything point better afraid anything afraid find someday today tomorrow
이별 마지막 하루 사이 마음 마지막 슬픔 주렴 숨소리 아들 만날 지난날 주렴,wait late night stay longer dream last sleep lullaby baby goodnight scar dream endless long please dream relax last song lullaby baby good night scar dream endless sorrow stop fall subsides noisy night baby sweet goodnight past meet edelweiss baby good forget everything everything okay
엉망 어쩌니집 젠데왜 자꾸 도대체 선수 쿠파 전술 유혹 심해 취해 노랫말 독주 중독 옆집 아줌마 입술 아저씨 왜내 처럼 운동 벌써 젠데왜 계속 살이 쭉쭉 립스틱 불길 옆집 아줌마 입술 아저씨 매일 옆집 아줌마 입술 아저씨,everything nothing hand catch house home hell fever love scene much player up hard need tactic feel dummy hook lyric poison stop drinking beat poison honey house fever meet lady next door everything touch body body touch upstairs everything home body body pole pole keep weight kiss wrist baby keeping baby much much lipstick mark heat hold hold fire everything look lady next door everything touch body body touch upstairs everything fever night wake fever night fever fever lady next door everything touch body body touch upstairs everything give
낙엽 뒷모습 어제 하늘색 구름 관심 사랑 노래 오늘 귓가 지고 내게로 낙엽 뒷모습 금방 하늘 훌훌 겨울 도실 길이 행복 안고 낙엽 뒷모습 우린 아주 약속 만남 사랑 낙엽 뒷모습,blue yesterday love song interested stop hearing today beautiful clothes painful cold winter towards reason hard happy road long time promise promise love
슬픔 창문 햇살 마음 활짝 필요 목소리 연주 향기 파리 사랑 걱정 숨기 진심 이해 사랑 사랑 향기 파리 사랑,sorrow sadness window sunlight enter window open wide open heart wide intimate closer much voice attracts attractive voice exceptional special song song walk walk scent feel live paris scent feel paris love love kindness kindness time time worry hide hide cause heart wonder deep love wonder deep love appreciate thankful help walk walk scent feel live paris scent feel paris love love
눈물 사랑 그날 가모 사랑 마르고 우린 마주 바람 이별 원래 보고 는걸 이별 원래 보고 그냥 보고 해조 가끔 원래 보고,wind little little breakup better know late okay little little breakup better want look calm like different forget painful forget
담배 그냥 처럼 거란 나은 사랑 마지막 거란 나은 상처 부숴 지지 방법 사랑 거란 나은 담배,looked smoking hate thanks asked okay fine okay time last time knew good good thing thing knew better person hope fine hope look used stare know love know love asked quit quit fine okay anna want fall time moment last moment good good thing thing knew better person hope fine hope look thing everything mouth broken tell afford knew good good thing thing knew better person hope fine hope look looked smoking hate
금은 먼저 하루 안녕 말로 안녕 말로 수가 안녕 말로 안녕 말로 수가 수만 노력 사랑 기억 도모,than walk hand slow foot time catch catch word nothing grown warm bosom forgotten word nothing start reserved memory please
표현 달리 사랑 자꾸 보고 사랑 보고 신경 별거 바보 우린 점점 때론 목소리 반응 사랑 대답 걸꼭 바보 우린 점점 주위 후회 자네 편그 위로 우린 대답 진짜 거짓말 오늘 사랑 보고 신경 별거 바보 우린 점점,hard moment keep dizzy stand baby baby love baby trust baby tell care others fool love baby emma crazy rough tame hear make concentrate strangely voice hand foot nose love love love baby answer make confused baby look fool love baby emma guess much knew towards everyone turn side secret everything tick took time gutta move love something sweet mine afraid baby tonight love baby baby love baby trust baby tell care others fool love baby emma
마음 아침 위로 가시 별거 멀리 마음 고함 친구 위로 모습 걸이 높이 마음 숨기 고열 무한 밤하늘 일수 보지 마음,hide share kind heart darkness morning toothache someone clinch harsh word obvious fact happy save mind alone friend know informal place rest high laugh hide mind open small point many star mind
빛바랜 기억 얘기 눈빛 얼굴 한숨 가오 밤새 소리 차마 흔적 그리움 오늘 오늘 오늘 어둠 추억 해진 새벽 내야 그리움만 가오 밤새 소리 차마 흔적 그리움 오늘 빈자리 비운 어둠 모습 기대 툭하면 후회 가면 시선 보고 마음 밤새 외면 흔적 그리움 오늘 오늘 오늘 오늘 오늘,faded memory thought make contact mirror story close calm face sigh today night sound rain empty open small trace huge today today today swallow night memory tranquil dawn want shake long emptiness heart many thing long longing today night sound rain empty open small trace huge today empty space darkness finish wait fall regret dangerous step brake place grab heart push hour forget open fill room night heart breathe trace wider longing today today today today today
한순간 오늘 기억 유향 향기 바람 흐트러진 머리 내겐 감정 하루 종일 말너 대한 확신 포기 말투 눈빛 하루 종일 진심 사랑 감정 결론 밤새 빈틈 맵시 직감 온통 기분 하루 종일,sight wait heart moment reason today fragrant scent perfect stop hair mess wind pretty hide baby person person crazy baby look mean sure reason give open heart happiest help hide excitement baby person person crazy best heart best love reason night perfect style charm moment intuition something everything change cause baby person person crazy thinking cause baby baby cause baby baby cause baby
기억 처음 만난 자리 처음 우린 사랑 사랑 얘기 그대 우린 해진 그대 손가락 위로 반지 보고 서로 우린 금일 말장난 얘기 그대 진심 제일 고누 지난 얘기 그대,night place first time know much anything mean love beautiful moment fought bump something third finger hoped change change matter everything love moment tell mean much talk past love moment
기분 가슴 로맨틱 굳이 단둘 우린 멀리 그림 하늘 세상 너머 어딘가 어딘가 기분 공기 날개 크게 영화 거리 자리 계획 따윈 우린 수가 그림 하늘 세상 너머 어딘가 어딘가 기분 별빛 수록 얘기 기분 기분 기분,little love stop little love love stop feel reason heart moment romantic answer little world touch picturesque excited heart feeling baby little love stop little love love stop take narrow cage different spread breathe louder night brilliant moment night place star street movie tell plan happy night fall follow star world touch picturesque excited heart feeling baby little love stop little love love stop starlight spread spread girl darker resemble star night everything night everything story moment moment place free feeling baby little love love feeling baby little love love feeling baby
곧바로 참고 마지막 할머니 문득 기억 보고 미안 자주 할머니 울음 아인 자라 그땐 별명 존버뉴스 매일 댓글 피로 범벅 정신병 머릿속 요새 요새 리듬 사랑 외치 대의 미소 눈물 그대 행복 열등감 그냥 시선 그냥 기쁨 보고 손가락질 모습 아침 패턴 술자리 작업실 그냥 아마 햇빛 무대 무대 정신병 머릿속 요새 요새 리듬 사랑 외치 대의 미소 눈물 그대 행복 시작 심장 마음 생애 누군가 재앙 누군가 영웅 사계절 누군가 재앙 누군가 영웅 누군가 친구 누군가 등신 누군가 재앙 누군가 영웅 사계절 누군가 재앙 누군가 영웅 누군가 친구 누군가 등신 사랑 외치 대의 미소 눈물 그대 행복 복수 래미안 동의 수가 무니 보통 대의 미소 눈물 그대 행복 시작,pick hang something grandmother miss afraid sorry time grandmother cook raven person cried mean live nickname life news read comment many mental illness head slow hear love touch smile tear tell happiness sense inferiority dark perspective people time useless thing everyone others finger night morning look good familiar studio happiness rise miss stage miss stage many mental illness head rhythm fast hear love touch smile tear tell happiness heart heart precious tear life disaster someone someone season spring disaster someone hero someone someone someone fool disaster someone someone season spring disaster someone hero someone someone someone fool hear love touch smile tear tell happiness revenge better sorry ridiculous normal touch smile tear tell happiness
요즘 재미 알콜 카페인 소금 설탕 취기 탄수화물 열량 게이 도시 닭장 오늘 안주 빈병 하루 스토킹 직전 짝사랑 평생 상견례 난픽 신사임당 관음 환자 선동 분열 폭력 젠더 이슈 여야 남녀 서로 탈출 바다 구명조끼 유튜브 동공 부엉이 얼굴 소금 부자 게임 짓거리 손우 끼리 술잔 자고 아씨 대만 오늘 이면 거맵 이면 낭만 쾌락 의미 껍질 향기 자극 게입 자극 뻘뻘 무료함 극적 입속 침샘 폭발 돼지 장난 해이 퍽퍽 세상 해주 물리 고사기 불리 무비 뮤비 위로 피로 역시 여왜 자꾸 머리 서로 지지 가운데 안주 지지 거맵 거맵 거맵 리기 허구 이슈 코난 솔로몬 판사 역시 역시 구별 한반도 상관 거리 브라더 티비 시대 백색 삿대질 버튼 자판기 건강 대세 요즘 난리 국밥 소화 매일 거힘 이왕이면,thing alcohol caffein salt sugar drunk carbohydrates calorie punishment illness medicine chicken farm city tonight snack medicine empty bottle half money mind crush family meeting pick skin patient listens agitation division violence gender issue opposition party longing want escape fire life vest tube grow pupil night face full salt play game something bitten nonsense careful hand hand hung spice salt sweet thing tonight spice salt sweet spice salt sweet spice salt sweet give give romance pleasure skin scent irritation pierced want stimulation mouth spice salt sweeter wall boredom strong flavor mouth salivary gland explode trouble hard gain weight cool crazy world worth used stock sick fraud something delicious full pouring movie music video comfort fatigue answer alcohol splitting hair share stir middle upset stir delicious snack spice salt sweet spice salt sweet spice salt sweet spice salt sweet hear side listen fine fiction busy issue conan judge solomon please night tell difference organ peninsula salt food matter snack brother anything black white press button finger spice salt sweet machine wrong health trend night night rice soup full digest fuck great hunger relax full spice salt sweet spice salt sweet thing spice salt sweet spice salt sweet thing give
깜빡 사이 겨울 마음 코트 별로 장만 월화 목금 토일 아침 깜빡 우린 사이 양말 별로 장만 월화 목금 토일 아침 세상 두운 색깔 염산 바닥 겨울 잘못 빙판 바닥 세상 두운 색깔 염산 바닥 계절 지원 월화 목금 토일 아침 제설 염산 바닥,winter heart thick coat different color monday tuesday wednesday thursday friday saturday sunday morning turn light broken thick sock different color monday tuesday wednesday thursday friday saturday sunday morning white world snow dark white empty spray hydrochloric acid floor time touch foot meet wait melt melt cold winter please warm crack floor white world snow dark white empty spray hydrochloric acid floor someday season change time monday tuesday wednesday thursday friday saturday sunday morning need removal clean empty sprinkle hydrochloric acid floor
마음 사이 상처 아마 잘못 우린 바다 가끔 서로 사이 자주 아픔 아마 크게 우린 바다 가끔 서로 마음 자꾸 우린 우린 바다 가끔 서로,honest anxiety bloom wound fault hand fall lose bloom bigger hold hand fall lose painful heart happy hold hand fall lose
어둠 바보 봄바람 바람 마음 봄내 마음 추억 빈자리 바람 바보 봄바람 바람 마음 봄내 마음 아픔 눈물 바람 마음 봄내 마음,pull deep darkness baby hand think everything awake painful fool case heart spring breeze spring beautiful flower bloom heart cold wind pass heart melt spring heart pull right memory laugh time empty space cold wind pass spring heart fool case heart spring breeze spring beautiful flower bloom heart cold wind pass heart melt spring heart pain pass tear cheek spring beautiful flower cold wind pass heart melt spring heart
거리 다리 머리 널널 중울렁 가슴 거리 심장 널널 바보 바보 어쩌면 오늘 마음 초기 계절 탈바꿈 뿐널 알몸 상처 중술 해독 꽃길 흔적 가시 밭길 법줄 담배 안개 추락 밑바닥 고이 눈앞 헛것 바보 어쩌면 오늘 거리 다리 머리 널널 습관 나술 소독 매일 베인 마음 필름 감겨 반복 엔딩 장면 일상 서울 하늘 달이 홀로 이나 홀로 어둠 거실 흔적 집안 곳곳 미련 어쩌면 영원 주정 한잔 눈물 바보 어쩌면 이별 널널 오늘 거리 다리 머리 널널 중울렁 가슴 거리 심장,head heart nauseousal heart best ease fool everything best forget fool ease moon alcohol sweet today ease body mind make gain weight change season become naked hard hurt alcohol alcohol poison poison harmful love trace path horny path wake time fall bottom wake easy break something front emma drink hard ease fool everything feel ease moon alcohol sweet today ease head become habit disinfect alcohol night heart bleeds need film asleep wake remind scene daily life moon soul room darkness trace erased house eternity guess cried glass alcohol crazy person poison hard ease fool everything fall asleep thinking write breakup alcohol sweet trying ease trying ease hard ease best ease think ease moon alcohol sweet today ease head heart nauseousal heart beating
일루 일루 일루 일루 일루 일루 일루 일루 일루 일루 일루 일루 저리 골치 상처 타다둥 리듬 라야 하루아침 별거 의미 인마 얘괜 그냥 고고 드레스 고베 필요 고베 일루 일루 일루 일루 일루 일루 고고 일루 일루 일루 일루 일루 일루 고고 사체 소린 음소거 가타 먼저 영화 자기애 고고 드레스 고베 필요 고베 일루 일루 일루 일루 일루 일루 고고 일루 일루 일루 일루 일루 일루 고고 준비 시작 난리 난리 드레스 고베 필요 고베 일루 일루 일루 일루 일루 일루 고고 일루 일루 일루 일루 일루 일루 고고 고베 고베,come phone troublesome thing drink water pretending nice peekaboo move body change overnight make meaningful due useless antipathy goodness goodness butterfly bump glass an fine okay okay enjoy drop drop drop gogobebe suit dress code being match drunken drunken gogobebe crazy wrong dighton gogobebe gogobebe gogobebe herefocus focus focus subject ignore mute click click been katabuta talkative movie raise narcissism fine okay okay enjoy drop drop drop gogobebe suit dress code being match drunken drunken gogobebe crazy wrong dighton gogobebe gogobebe gogobebe nineteen gogobebe ready crazy everyone crazy gogobebe suit dress code being match drunken drunken gogobebe crazy wrong dighton gogobebe gogobebe gogobebe gogobebe gogobebe
멍청이 심청 멍청이 사나이 심청 주위 외로워 멍청이 심청 우린 멍청이 멍청이 싸가지 악마 속삭임 욕심 외로워 멍청이 심청 우린 멍청이 심청 우린 멍청이,idiot wit wit wit thin simcheong wit wit wit idiot care thin simcheong know sick royal make hero genius unhappy breathe look idiot wit wit wit thin simcheong wit wit wit ittwit wit wit wit wit wit wit wit idiot idiot jerk sick devil whisper push late patient make puppy hungry nothing give become unhappy breathe look idiot wit wit wit thin simcheong wit wit wit ittwit wit wit wit wit wit wit wit baby idiot wit wit wit thin simcheong wit wit wit ittwit wit wit wit wit wit wit wit idiot
어쩌면 걱정 기분 세상 노래 사랑 연애 자고 커피 대도 일도 효도 실천 미세먼지 오지랖 소식 직접 전화 부탁 방해 진심 감사,okay happy better world many good song many delicious thing love fine fine finesse fine fine finesse fine fine finesse finesse fine fine fine relationship close feel comfortable matter night coffee everything filial piety unfortunate fine dust nose fine fine finesse fine fine finesse fine fine finesse finesse fine fine fine heard person curious need help disturb thank much fine fine finesse fine fine finesse fine fine finesse finesse fine fine fine
향기 멀리 난너 눈빛 빛깔 이모 해너 내게로 세상 눈앞 진심 세상 그대로 느낌 그대로 올레 타나 올레 올레 어서 빛깔 모습 세상 하늘 마음 하늘 그대로 느낌 그대로 올레 타나 올레 다언 조명 더널 올레 타나 올레 하늘 미소 올레 타지 널넌 세상 올레,scent subtle help light look color shine everything make shine steps dream wide world draw front sincerity open hidden world right show everything violet everything violet hurry open heart mysterious color resemble shine shine anyone open heart world shine color shine brighter resembles moment hidden heart right show everything violet everything daytime flash light light towards everything violet everything smile beautiful flower heart violet shine world light heart violet
창밖 침묵 심장 소리 낯선 목소리 사연 얘기 마음 대신 노래 가슴 대신 노래 하루 위로 어둠 수백 그대 귀퉁이 이자 대의 감정 때로는 때때론 외로움 추억 누군가 음악 누군가 누군가 겨울 누군가 누군가 처음 누군가 행복 누군가 누군가 자장가 이자 때로는 소음 그대 탄생 기억 위로 부디 가끔 가기 낯선 목소리 사연 얘기 마음 대신 노래 가슴 대신 노래 창밖,outside window time sleep silence room sound heart crazy turn radio unfamiliar voice radio story story play onto smile gloomy night smile forget play night heart stuffy song forget song comfort fierce darkness night hundred time sick piece life friend emotion family take break loneliness drunk memory warm someone music someone spring winter someone happy someone someone lullaby someone birth life hope lean rest turn radio unfamiliar voice radio story story play onto smile gloomy night smile forget play night heart stuffy song forget raining window time sleep guess help
반복 오늘 스물 반복 오늘 머리 온통 반복 오늘 반복 노래 마지막 걱정 눈빛 사랑 그날 그대로 그냥 가면 그냥 기억 제발 반복 오늘 하루 반복 노래 마지막 위로 눈물 사랑 그날 만남 그대로 그냥 가면 그냥 기억 제발 그대로 그냥 가면 그냥 기억 제발 제발,repeat today hard hour repeat head today people today something repeat countless time song worried know crazy heartbroken fine painful memory please repeat today repeat song crazy hard hurt good memory shaken fine please good memory happy fine painful memory
배터리 보일러 고장 입김 불어 빈털터리 빈털터리 빈털터리 빈털터리 카와이 아이스 보석 트와이스 피처링 명예 박수 키드 밀리 사마가 카메라 히트 뮤비 백만 하늘 친구 모이 얼음 허리 때침 거리 머리 그냥 탈주 닌자 저리 빼눈 레이 매일 간지 한국 테이 케이 루이 더미 걔네 명품 구입 택시 체인 부평 작업실 서초 위험 우린 행성 우릴 튀어 산본 쇼핑 일도 썰매 위험 우린 스노우 캐슬 계속 스카이 캐슬 예서,cool earn money stomach cool cool money stomach gash percent battery boiler broken breath blow raven rapier tapped broke flexed cut innocent dream money honor mills same camera shot music video song snow fall frothy cool earn money stomach cool cool money stomach gash look friend gathering bring waist afford look spit street busy girl headache home everyone runaway nina money case innocent snow aback coolness more bucket swag money louis face pile front house step troublemaker luxury good everyone flexible catch pick taxi wrap hand chain cool earn money stomach cool cool money stomach gash bupyeong flex studio band dangerous planet canister cannon flex shopping tomorrow ride dangerous snow castle keep castle yes
아마 겨울 래퍼 수명 바닥 밑바닥 꼭대기 신경 안위 개런 티니 올해 내년 복면 물리 한여름 태양 머리 띵머리 머리 불도저 어우리 띵우리 띵곡 머리 수험생 힙스터 우린 연락 무대 라텍 재미 오션 재키 요한 겨울 노래 얼음 바지 바지 올해 내년 복면 물리 한여름 태양 머리 띵머리 머리 불도저 어우리 띵우리 띵곡 날씨 머릴 한여름 미련 얼음 이불 눈알 무리 남자 가기 눈앞 머리 눈물 우린 우린 얼음 별일 발걸음 끼리 민폐 딩고 띵곡 지폐 머리 얼음 몰리 머리 내리막 머리 마취 걔네 머리 걔네 감기 에취 머리 머리 발사 배팅 천재노창 복귀 배팅딩 매출 갱신 띵곡 탄생 힙합씬 희귀 락스타 미안 진심 극상 초고 커튼 올해 내년 복면 물리 한여름 태양 머리 띵머리 머리 불도저 어우리 띵우리 띵곡,survive due female rapier lifespan year year care safety vain shit look guarantee money crazy hunt band mehunnit rack count count thing dripping rain dripping throat year year mask defeat other midsummer cold thing neck head numb head cold head cold sweep bulldozer great song crazy call wherever hook hair freeze freeze team right beam right beam round star call know year damn dance dance dance jump stage cold cold cold cold track polartech chart anything young ocean jacket than song fire winter melt part young part young year year mask defeat other midsummer cold thing neck head numb head cold head cold sweep bulldozer great song crazy call wherever wake hair time cover busy midsummer time wait wait fire blanket brain make night shake head tear light light frozen everything fine nuisance play amongst dingy dingy masterpiece bill head hurt freezing downhill anaesthetise hair song droop listen song cold listen song beam head tteoksang return genius thanks sale masterpiece born thanks rare rock star scene serious beam rebellion ultra curtain year next year wear mask defeat other midsummer cold thing neck head numb head cold head cold sweep bulldozer great song crazy call wherever
이나 인사 얘기 무얼 요즘 소식 근황 전하 걱정 마무리 다행 네나 도나 일밤 일밤 기분 비치 친구 다행 네나 전혀 일밤 일밤 마주 일밤 일밤 하루하루 거짓말,people hello story meet share update update wrap glad fine problem okay night night hate much dream show upset friend relief fine problem okay night night fail face dream everyone night night hate much dream pile
알기 자꾸 눈빛 자꾸만 기억 모습 습관 고개 아주 모습 무사 아주 기억 모습 습관 고개 아주 모습 무사 아주 아주 아주 겨울 아주 그냥 아주 모습 흐릿 해진,dark dark heart faraway place memory look head habit look moment disappear quiet think sure disappear anything memory look head habit look moment disappear quiet think sure disappear anything winter pass spring approach disappear quiet leave play good song side forgot side side flurry
여자친구 마음 세상 여자친구 여자친구 고백 점점 사랑 진심 화장 세상 여자친구 여자친구 고백 점점 해알 말더 우린 점점 점점 보고 사랑 마음 고백 여자친구,girlfriend accept heart anyone matter world love confess love dream love look make matter prettier anyone world girlfriend love confess know prettier look good bigger bigger crazy confess girlfriend dreamed
그땐 마음 고도 그대 마음 여름밤 다짐 모래성 심술 여름밤 마음 그대로 바람 가슴 그대 거짓말 고비 발걸음 그늘 아래 눈빛 피어 길눈 가슴 그대 거짓말 고비 발걸음 그늘 아래 눈빛 피어 길눈 가슴 그대 거짓말 고비 발걸음 그늘 아래 눈빛,everything able summer night nothing someone leave sand castle grumpy collapse summer night nothing someone miss keep moment step bloom moment step bloom moment step bloom
천진난만 청순 나귀 매일 여보 보고 아무 감동 의미 오늘 난빛 솔로 솔로 아무 감동 의미 오늘 난빛 솔로 솔로 만남 감동 이별 눈물 후회 그리움 홀로 바람 구름 멀리 솔로,innocent innocent pretending good night baby honey miss everything useless story matter kind excitement meaning sorry today girl sitting feeling sitting throne timefor trouble time alonegot alone getting crown sing loud story matter kind excitement meaning sorry today excitement emotion meeting regret longing free wind star cloud shine
설레임 인사 세상 본때 상상 신기루 공간 기억 열기 뭔가 비어 밤니 아마 미리 현관 감고 이불 기분 공간 완전 완전 세상 세상 원한 뭔가 자가 낯선 기분 갈림길 자꾸 볼품 아마 미리 초인종 면문 미처 인사 그땐,baby whole world home crazy everything fine open door show something house imagine manage shineth flashing light lost friend quiet space everything felt open door fill empty half half sleepless night place case feel rich case turn advance switch comfortable anything everything know home home love love love miss love love touch touch touch need foot weird entrance light weird feel shabby wonderful space shabby world live everything house everything everything empty right unfamiliar leave place door crossroads good able laugh place case feel rich case turn advance switch comfortable anything everything know home home someday time open door hello long time case feel rich case switch comfortable home know home home love love love miss love love touch touch touch need love
선택 어서 기적 뭔가 과감 시나리오 이면 대답 차례 보기 고민 필요 준비 마음 준비 선택 어서 선택 존중 거절 거절 선택 선택 진심 진심 좌우 위아래 오늘 부로 고민 정답 이기심 자극 호기심 억지 절대 후회 준비 마음 준비 선택 어서 선택 존중 거절 거절 선택 선택 소리 선택 어서 보태 선택 맘뭘 준비 마음 준비 선택 어서 선택 존중 거절 거절 선택 선택 선택 어서,look simple youyou choice hurry selfish something everyone tell scenario bolder thought plan care matter anyone tell mind time hear tired give choice sure worry prepared choose feel prepared hurry hate respect choice reject rejection choice choice truth serious ambiguous right letter ease today hard answer selfishness curiosity heart burn burn choose meet absurd make sure regret prepared choose feel prepared hurry hate respect choice reject rejection choice choice heart anything simple choose hurry choose thing choose choice prepared choose feel prepared hurry hate respect choice reject rejection choice choice hurry choose
미소 표정 시도 입맞춤 연락 아쉬움 서너 게더 아쉬움 감정 남아 표정 시도 다툼 상처 가끔 마음 서너 게더 아쉬움 감정 남아 매일 모습 마지막 모습 내겐 의미,smile face message breakup full regret everything feel emotion cold expression dispute wound accumulated time everything feel emotion draw everyday draw anymore help last part anything
화가 게임 게임 이면 심장 해날 기회 이쯤 혼잣말 처음 계속 시행착오 오만 노래 가사 몸짓 미시 가내 그림자 심장 해날 기회 반복 대도 심장 해날 기회 성공 심장 집중 아픔 기회 관둘,think look angry game game load guess gutta deal thisdeal world game much star blame perfect brake headbrake step wanted laugh damn please remedy ready make heart beat chance please remedy melody memory stop everything comfortable turn okay okay used hurt first time good game right control hurting cause trial error thing song lyric gesture word shadow grows life equal sign memory memory please remedy ready make heart beat chance please remedy countless time give remedy ready make heart beat chance please remedy success ready make heart beat focus reach familiar pain easy time chance
푸른 그대 어딘가 야간비행 바람 어딘가 야간비행 대도 대의 찻잔 무도 그대 몰래 야간비행 어딘가 야간비행 일이 대도 대의 찻잔 무도 그대 몰래,blue light overnight flight chill wind light search overnight flight nothing certain first teach search flower night light dream overnight flight tomorrow come first teach search flower
오늘 연락 점심 나들이 날씨 자꾸 목소리 오후 목구멍 나들이 날씨 자꾸 목소리 나들이 날씨 자꾸 목소리,thought call time lunch listen voice different afternoon scoop hard swallow rice listen voice different listen voice different
인사 호들갑 시작 서론 스킨십 사양 요즘 뭔가 가십 탐색 불빛 오늘 대체 저런 기분 표정 아마 스트레스 걱정 침범 매너 정색 거리 유지 비밀 사정 역시 사양 눈빛 매일 그림 찾기 삐끗 라다 요새 침범 매너 정색 거리 유지 교양 상대 침범 매너 정색 거리 유지,fuss start introduction touch good balance balance gossip light scanned scanned score today jealous jealous clothes mysterious expression change appearance worried yellow cross line invasion been manner mine please line hello cross line serious been stop keep comma care secret everyone reason business good talk trackless surprised sure donna same gash busy check difference has afraid slip everyone problem yellow cross line invasion been manner mine please line hello cross line serious been stop keep comma believe wrong turn blinked knock knock knock deal block block block block block memories babe repeat repeat easy yellow cross line invasion been manner mine please line hello cross line serious been stop keep comma
습관 연락 마주 하루 종일 반복 다툼 오해 말로 기도 가끔 기도 하루 종일 안부 감정 하루 일상 사랑 후회 하진 일인 마주 마음 일상 사랑 후회 하진 일인 말로 끝내 만날 온기 거짓말 마지막 표정 마음,touch habit time repeat small word solve little tired curious long live emotion busy daily life easier think different much easier busy daily life easier think short time word able meet word warmth ease anything expression hand
매일 골목 거리 사이 바람 하루 어제 일만 계절 기억 세상 이별 사랑 사이 젠남 혼잣말 별일 계절 기억 세상 이별 사랑 사이 젠남 조심 스레 바람,home familiar alley cheek cold wind guess busy wrong yesterday guess season remembers time time felt world time disappear common breakup forget song relationship guess others fault hear sorry everything okay guess season remembers time time felt world time disappear common breakup forget song relationship guess others gotten okay wind touch cheek carry
